id,station_id,date,temp_high,temp_low,precipitation,wind_speed
149,6,2024-03-21,36.1,25.6,4.4,15.9
150,6,2024-06-03,23.7,15.2,46.1,24.4
151,6,2024-06-17,13.7,6.7,17.6,50.0
152,6,2024-05-10,42.7,31.2,3.1,20.6
153,6,2024-07-01,37.5,28.4,27.7,22.4
154,6,2024-05-15,13.0,5.8,36.5,41.7
155,6,2024-06-09,17.1,7.1,15.6,48.4
156,6,2024-08-26,19.9,13.9,27.1,64.0
157,6,2024-06-11,13.6,2.2,6.8,79.7
158,6,2024-06-20,26.6,18.3,3.4,42.6
159,6,2024-06-09,9.4,-0.5,1.5,25.5
160,6,2024-09-30,37.3,27.0,41.1,50.9
161,6,2024-08-30,4.2,-1.7,1.3,78.9
162,7,2024-01-01,22.2,16.7,4.0,62.4
163,7,2024-01-10,20.7,8.8,18.7,68.2
164,7,2024-01-29,16.9,10.6,20.4,77.5
165,7,2024-02-03,36.3,27.0,10.1,16.4
166,7,2024-02-06,40.0,24.9,24.5,26.0
167,7,2024-03-11,35.1,23.8,30.4,65.9
168,7,2024-03-13,18.4,5.3,26.8,51.3
169,7,2024-02-19,20.5,8.9,2.1,79.7
170,7,2024-04-14,36.6,30.0,38.3,77.0
171,7,2024-03-31,11.0,2.8,41.4,36.9
172,7,2024-05-10,14.3,0.6,45.2,37.1
173,7,2024-06-03,3.6,-4.5,29.3,71.5
174,7,2024-04-18,14.7,8.6,22.7,71.7
175,7,2024-05-10,32.8,26.4,32.4,56.9
176,7,2024-05-06,26.5,21.0,22.5,29.0
177,7,2024-07-14,31.9,18.4,8.0,44.0
178,7,2024-04-22,33.2,20.3,33.0,12.0
179,7,2024-06-02,8.4,-2.4,15.5,61.5
180,7,2024-09-09,9.6,-0.8,48.0,0.3
181,7,2024-07-28,0.5,-9.5,40.4,48.6
182,7,2024-10-07,10.0,-0.3,20.5,6.4
183,7,2024-05-27,10.1,-0.9,27.9,66.0
184,7,2024-06-03,4.7,-1.7,7.3,2.6
185,7,2024-09-10,10.8,5.6,49.7,12.9
186,7,2024-09-21,25.6,13.9,39.4,14.2
187,7,2024-12-16,29.1,22.8,38.4,25.8
188,7,2024-12-04,34.4,20.8,3.2,37.7
189,7,2024-08-04,26.4,17.6,26.2,55.7
190,8,2024-01-01,25.7,12.7,4.4,57.9
191,8,2024-01-12,19.2,8.5,28.8,49.9
192,8,2024-01-19,24.5,13.2,24.9,64.6
193,8,2024-01-31,31.2,21.3,1.2,50.0
194,8,2024-02-02,27.7,18.8,20.7,3.6
195,8,2024-03-01,23.2,15.3,10.1,22.5
196,8,2024-02-18,12.4,3.4,0.3,54.9
197,8,2024-03-25,16.3,3.1,41.6,15.5
198,8,2024-04-06,36.8,27.0,1.8,10.9
199,8,2024-03-22,27.4,14.9,16.8,62.7
200,8,2024-05-10,34.4,27.0,28.2,54.3
201,8,2024-03-18,9.4,-3.5,44.4,28.3
202,8,2024-04-18,8.4,-1.7,31.3,67.4
203,8,2024-06-18,5.2,-4.2,15.4,68.6
204,8,2024-04-08,8.4,-1.4,18.6,66.4
205,8,2024-06-14,7.5,1.0,39.2,62.2
206,8,2024-05-08,14.9,7.9,25.0,15.2
207,8,2024-08-26,29.4,17.6,7.2,69.7
208,8,2024-06-11,5.4,-1.1,43.2,9.3
209,8,2024-07-28,38.4,26.7,4.4,37.4
210,8,2024-05-20,5.7,-7.3,1.1,60.7
211,9,2024-01-01,6.7,-2.2,38.6,53.7
212,9,2024-01-12,4.6,-1.1,31.1,41.1
213,9,2024-01-21,22.0,13.1,47.2,64.3
214,9,2024-01-31,5.7,-5.5,27.0,4.1
215,9,2024-01-29,19.9,11.2,2.7,34.1
216,9,2024-02-15,30.5,17.4,34.5,35.7
217,9,2024-03-13,14.4,1.2,33.5,42.7
218,9,2024-04-08,20.3,10.9,34.9,7.8
219,9,2024-03-29,28.6,17.6,11.6,17.9
220,9,2024-04-09,35.9,25.3,33.3,63.1
221,9,2024-04-30,15.3,8.3,17.6,36.9
222,9,2024-04-09,10.4,0.8,25.4,32.5
223,9,2024-04-06,13.9,1.3,26.6,32.1
224,9,2024-06-18,8.0,1.6,24.1,5.3
225,9,2024-05-20,33.1,20.9,21.8,63.0
226,9,2024-05-30,7.9,-4.5,35.6,66.9
227,9,2024-05-08,23.5,13.4,41.1,14.1
228,9,2024-08-09,0.4,-9.1,38.6,30.3
229,9,2024-09-09,23.2,17.5,6.9,46.5
230,9,2024-05-13,31.2,20.6,14.6,49.2
231,9,2024-10-07,8.9,-1.1,28.5,73.1
232,9,2024-08-19,39.4,25.4,45.8,79.2
233,9,2024-06-03,24.5,12.4,42.6,5.0
234,9,2024-06-10,0.4,-12.8,5.5,22.6
235,9,2024-06-17,10.6,0.0,15.9,30.6
236,9,2024-11-21,15.7,9.4,7.0,44.4
237,10,2024-01-01,9.2,-4.8,6.7,5.7
238,10,2024-01-08,8.1,-5.2,48.7,10.9
239,10,2024-01-19,25.2,16.0,39.4,48.4
240,10,2024-02-09,24.7,15.4,41.0,30.8
241,10,2024-02-10,8.1,-3.0,42.3,18.9
242,10,2024-02-25,16.7,7.2,48.9,45.5
243,10,2024-03-13,4.4,-6.6,7.1,58.5
244,10,2024-03-18,16.1,6.3,4.4,37.8
245,10,2024-03-05,27.6,16.9,30.7,72.3
246,10,2024-03-04,18.8,8.9,36.7,33.7
247,10,2024-04-20,8.8,-1.0,37.5,58.2
248,10,2024-05-01,2.3,-5.6,2.6,79.2
249,10,2024-03-25,9.0,1.4,42.6,22.2
250,10,2024-04-27,23.3,16.1,37.1,48.3
251,10,2024-05-06,25.6,18.3,39.1,18.9
252,10,2024-05-15,34.1,22.9,4.2,11.6
253,10,2024-05-24,35.0,24.0,19.2,52.9
254,10,2024-06-02,9.8,-0.6,32.1,60.4
255,10,2024-05-24,1.9,-7.8,23.8,75.9
256,10,2024-07-09,16.4,5.3,7.3,69.6
257,10,2024-05-20,13.3,2.3,15.8,42.4
258,10,2024-05-27,4.1,-5.2,42.2,48.8
259,10,2024-08-30,12.0,5.8,32.7,31.3
260,10,2024-08-18,29.9,21.2,16.9,55.2
261,10,2024-08-04,9.6,5.5,3.4,32.9
262,10,2024-07-19,26.5,16.1,12.6,2.7
263,10,2024-07-27,2.8,-10.1,10.8,48.0
264,10,2024-08-04,26.0,16.2,6.5,52.5
265,10,2024-09-09,37.0,27.3,23.3,74.9
266,10,2025-02-10,35.6,27.3,45.2,61.6
267,10,2024-12-26,12.0,1.6,3.1,31.1
268,11,2024-01-01,36.8,28.6,24.6,74.3
269,11,2024-01-14,7.1,-0.7,38.4,17.5
270,11,2024-01-17,37.8,28.9,3.6,45.7
271,11,2024-02-03,28.2,21.1,32.6,0.1
272,11,2024-01-29,25.2,15.4,45.2,46.0
273,11,2024-03-11,18.5,7.8,40.6,5.6
274,11,2024-03-01,2.9,-11.8,24.1,45.4
275,11,2024-03-25,12.2,6.0,49.9,51.8
276,11,2024-04-06,24.2,13.9,23.0,61.3
277,11,2024-03-31,4.3,-2.2,9.6,55.7
278,11,2024-03-21,24.4,17.7,31.6,58.8
279,11,2024-04-09,-1.4,-11.6,11.9,31.1
280,11,2024-05-12,22.8,8.1,48.3,1.3
281,11,2024-06-05,4.0,-5.0,5.9,64.6
282,11,2024-07-15,39.8,27.4,37.1,18.6
283,11,2024-04-30,-0.7,-9.4,23.6,73.4
284,11,2024-04-22,10.6,2.6,31.6,72.4
285,11,2024-05-16,16.3,7.7,40.9,8.5
286,11,2024-09-09,24.5,16.4,10.1,27.0
287,11,2024-09-04,15.8,2.5,6.9,66.9
288,11,2024-07-19,31.1,21.6,6.0,11.3
289,12,2024-01-01,28.2,18.2,46.3,3.3
290,12,2024-01-09,32.4,22.4,7.9,70.4
291,12,2024-01-17,-1.7,-7.3,32.6,71.0
292,12,2024-02-09,29.5,17.9,6.3,11.4
293,12,2024-02-14,20.4,8.3,30.5,3.0
294,12,2024-02-15,29.4,21.2,41.3,24.1
295,12,2024-03-19,-1.4,-7.5,26.5,7.7
296,12,2024-03-25,37.4,24.5,23.2,50.1
297,12,2024-03-21,9.2,-0.7,34.3,77.5
298,12,2024-05-06,17.9,7.4,2.7,29.1
299,12,2024-04-10,16.4,5.6,37.9,3.5
300,12,2024-03-18,35.0,25.3,24.3,9.3
301,12,2024-04-30,29.4,19.9,9.9,54.1
302,12,2024-06-05,6.9,0.8,11.9,33.0
303,12,2024-05-20,13.3,5.2,24.2,71.2
304,12,2024-05-15,9.3,0.6,18.7,36.6
305,12,2024-06-09,28.1,17.1,6.4,55.4
306,12,2024-04-29,8.9,1.4,20.9,60.8
307,12,2024-06-29,36.1,23.7,31.9,48.9
308,12,2024-06-20,23.4,14.7,20.6,41.7
309,12,2024-07-19,25.7,15.0,36.5,58.9
310,12,2024-07-29,9.5,1.6,46.4,75.7
311,12,2024-06-03,14.0,3.8,36.7,40.3
312,12,2024-10-26,21.1,9.5,41.1,36.2
313,12,2024-08-28,4.8,-7.8,20.3,17.4
314,12,2024-10-27,12.7,4.3,24.0,24.4
315,12,2024-12-30,35.8,27.2,22.7,61.7
316,12,2024-12-17,9.6,-3.4,35.2,0.1
317,12,2024-08-12,16.5,5.2,14.8,60.2
318,12,2024-10-17,29.0,19.2,36.8,4.4
319,12,2024-12-26,33.2,26.3,31.0,29.2
320,12,2024-10-06,27.2,15.6,38.7,11.1
321,12,2025-01-19,7.2,-0.3,47.0,46.4
322,13,2024-01-01,15.2,2.8,21.1,4.4
323,13,2024-01-13,13.7,3.6,6.1,56.8
324,13,2024-01-23,17.3,7.0,34.7,78.2
325,13,2024-01-25,9.8,0.0,19.5,14.3
326,13,2024-02-02,3.0,-6.8,24.8,70.0
327,13,2024-02-05,14.5,1.5,6.6,27.7
328,13,2024-03-25,26.6,21.4,1.1,64.2
329,13,2024-03-25,15.5,5.6,16.3,47.5
330,13,2024-04-22,18.7,5.9,15.3,63.1
331,13,2024-03-31,22.2,7.8,2.4,28.2
332,13,2024-05-20,39.0,30.3,26.8,14.6
333,13,2024-04-09,34.7,22.6,7.7,19.0
334,13,2024-03-25,40.2,30.1,18.5,16.4
335,13,2024-04-01,29.5,18.7,22.4,78.0
336,13,2024-06-03,2.0,-7.7,38.4,75.8
337,13,2024-06-29,9.1,-4.0,25.4,51.8
338,13,2024-06-25,17.7,6.3,49.0,45.9
339,13,2024-06-02,33.4,19.4,16.9,9.0
340,13,2024-09-09,33.8,25.7,15.4,32.1
341,13,2024-07-09,15.4,10.5,32.1,46.7
342,13,2024-07-19,32.9,23.1,4.2,68.0
343,13,2024-06-17,38.4,29.1,30.2,40.9
344,13,2024-06-03,35.5,28.5,42.7,29.6
345,13,2024-10-03,-0.4,-8.4,22.3,44.9
346,13,2024-08-28,28.8,16.2,40.2,23.1
347,13,2024-11-21,28.6,17.1,29.9,11.5
348,14,2024-01-01,39.7,30.5,46.7,47.3
349,14,2024-01-14,3.0,-8.9,20.7,44.5
350,14,2024-01-19,10.0,-0.8,24.5,65.8
351,14,2024-02-03,32.2,23.0,23.2,2.1
352,14,2024-01-29,5.0,-4.7,31.8,9.9
353,14,2024-02-25,16.6,5.6,12.2,9.5
354,14,2024-03-07,22.5,9.1,18.1,38.4
355,14,2024-04-01,35.5,24.9,34.7,9.6
356,14,2024-02-26,31.8,26.5,16.0,70.3
357,14,2024-03-22,11.6,5.1,31.8,76.4
358,14,2024-03-11,11.8,-1.0,25.7,61.3
359,14,2024-04-09,31.2,22.6,16.1,25.3
360,14,2024-05-12,12.0,1.7,26.7,28.1
361,14,2024-04-27,0.6,-8.7,24.2,27.2
362,14,2024-05-06,2.0,-4.2,9.4,71.8
363,14,2024-04-30,19.2,9.0,6.6,1.4
364,14,2024-07-11,11.6,0.6,44.5,47.8
365,14,2024-07-23,5.7,-4.6,5.9,10.3
366,14,2024-06-11,26.4,19.3,49.1,34.0
367,14,2024-06-01,4.8,-8.4,2.1,8.6
368,14,2024-05-20,21.2,11.5,15.1,0.8
369,14,2024-06-17,33.8,23.1,45.1,14.8
370,14,2024-09-21,-1.0,-10.3,13.9,46.4
371,14,2024-10-03,6.4,-4.9,12.1,45.6
372,14,2024-07-11,34.4,22.6,35.8,77.1
373,14,2024-08-13,36.3,23.2,4.9,17.1
374,14,2024-12-30,15.2,5.0,47.9,14.5
375,14,2024-11-20,38.8,29.2,20.4,60.9
376,14,2024-12-02,2.6,-2.9,38.1,56.4
377,15,2024-01-01,10.8,4.4,30.0,25.0
378,15,2024-01-15,8.5,-3.9,21.4,68.5
379,15,2024-01-29,36.8,30.5,33.7,53.8
380,15,2024-02-09,18.5,10.0,7.2,32.0
381,15,2024-02-02,32.0,21.6,18.2,15.9
382,15,2024-02-20,26.7,16.1,41.9,58.0
383,15,2024-03-07,32.2,20.0,37.8,64.1
384,15,2024-04-01,15.2,1.5,49.4,40.9
385,15,2024-03-13,28.4,22.2,24.9,50.3
386,15,2024-03-22,2.6,-10.8,24.9,2.1
387,15,2024-03-31,16.4,7.4,31.1,7.7
388,15,2024-03-29,26.6,16.5,23.3,23.5
389,15,2024-06-17,18.2,10.5,43.0,43.7
390,15,2024-04-01,41.9,31.9,22.5,68.2
391,15,2024-07-15,15.6,8.0,43.0,24.2
392,15,2024-05-15,17.5,8.4,24.4,8.8
393,15,2024-08-12,27.5,16.0,23.8,68.3
394,15,2024-04-29,15.6,2.8,30.8,28.2
395,15,2024-07-17,10.0,5.5,41.8,27.9
396,15,2024-05-13,31.4,21.3,21.4,79.4
397,15,2024-09-17,15.0,5.6,32.4,47.4
398,16,2024-01-01,2.6,-5.7,1.9,52.6
399,16,2024-01-14,25.1,14.1,34.8,47.0
400,16,2024-01-25,14.5,4.7,40.4,8.0
401,16,2024-01-31,13.5,1.8,17.0,49.2
402,16,2024-02-18,37.0,28.0,48.7,6.0
403,16,2024-02-20,8.8,-1.5,20.1,18.1
404,16,2024-02-18,29.2,18.2,13.7,45.3
405,16,2024-04-08,16.2,9.6,41.2,40.4
406,16,2024-03-29,17.6,9.1,20.1,50.0
407,16,2024-05-06,27.1,14.6,31.4,41.3
408,16,2024-03-31,21.4,10.3,37.1,37.4
409,16,2024-05-23,38.7,30.0,10.0,37.0
410,16,2024-04-30,7.1,-2.8,21.8,25.5
411,16,2024-04-14,27.4,16.8,14.4,12.8
412,16,2024-05-20,13.9,8.1,12.3,66.2
413,16,2024-07-29,22.4,9.9,45.3,16.2
414,16,2024-06-25,4.0,-6.4,32.9,14.1
415,16,2024-04-29,38.5,31.4,43.0,6.7
416,16,2024-07-17,37.1,25.2,18.2,52.6
417,16,2024-06-01,17.9,3.8,11.8,45.7
418,16,2024-06-09,22.9,8.2,46.6,20.1
419,16,2024-06-17,7.3,-2.3,16.5,46.7
420,17,2024-01-01,35.7,29.8,10.7,22.0
421,17,2024-01-14,10.7,0.2,18.7,75.9
422,17,2024-01-25,21.7,13.4,13.9,62.7
423,17,2024-01-28,15.8,2.6,1.1,77.3
424,17,2024-01-29,34.6,21.0,34.5,63.1
425,17,2024-02-20,9.4,-0.7,35.0,72.3
426,17,2024-02-18,19.8,11.7,0.4,76.9
427,17,2024-03-18,14.7,0.5,14.9,68.8
428,17,2024-03-13,37.4,24.4,38.3,32.5
429,17,2024-03-04,8.4,-0.7,24.6,59.0
430,17,2024-04-30,31.0,16.8,41.2,55.9
431,17,2024-03-29,14.7,2.2,36.9,36.3
432,17,2024-03-25,31.3,22.4,22.2,51.3
433,17,2024-04-01,16.8,7.1,4.1,12.6
434,17,2024-05-06,35.0,22.1,16.0,38.3
435,17,2024-05-15,11.6,-1.5,40.0,15.9
436,17,2024-07-27,14.1,5.4,41.7,45.6
437,17,2024-04-29,40.5,27.0,31.3,72.5
438,17,2024-09-09,9.1,-0.1,20.1,34.3
439,17,2024-07-28,8.7,-2.1,28.4,1.1
440,17,2024-09-17,33.5,19.0,24.7,18.0
441,17,2024-07-29,9.8,-4.1,14.4,39.5
442,17,2024-07-17,15.5,9.0,41.2,58.1
443,17,2024-08-18,16.2,8.9,14.5,20.9
444,17,2024-12-02,35.5,25.2,22.9,0.8
445,17,2024-08-13,37.7,25.5,10.6,30.7
446,17,2024-12-04,28.0,21.9,2.9,26.6
447,17,2024-09-27,18.0,8.2,33.5,64.2
448,17,2024-07-15,0.2,-9.1,48.9,53.7
449,17,2024-09-18,39.1,28.2,13.0,40.3
450,17,2024-12-26,32.9,26.2,26.5,11.3
451,17,2024-09-05,15.4,2.5,48.7,22.5
452,18,2024-01-01,13.6,0.6,38.1,21.1
453,18,2024-01-13,15.4,6.0,24.6,76.0
454,18,2024-01-29,0.0,-6.3,1.8,20.8
455,18,2024-02-12,20.4,4.9,2.0,28.5
456,18,2024-02-26,16.0,7.0,7.4,28.0
457,18,2024-02-20,32.8,26.7,25.4,21.8
458,18,2024-03-01,26.2,13.2,28.5,33.3
459,18,2024-02-26,9.8,2.3,16.4,22.7
460,18,2024-03-05,16.3,3.1,41.8,12.3
461,18,2024-03-13,19.7,8.5,31.4,21.5
462,18,2024-03-11,10.4,2.4,22.7,75.8
463,18,2024-04-09,5.7,-2.4,16.2,4.4
464,18,2024-04-06,22.5,14.3,12.8,19.2
465,18,2024-06-18,5.7,-4.4,39.0,22.8
466,18,2024-05-06,4.8,-4.8,40.3,24.8
467,18,2024-05-15,11.9,5.2,10.0,35.6
468,18,2024-07-27,19.4,9.5,37.8,64.9
469,18,2024-06-02,16.9,10.1,17.1,37.1
470,18,2024-06-29,27.2,13.3,26.4,51.8
471,18,2024-06-01,11.3,-0.8,23.9,11.9
472,18,2024-06-29,26.2,18.9,21.4,45.5
473,18,2024-06-17,36.8,26.6,20.7,37.2
474,18,2024-08-30,14.7,2.6,0.8,59.2
475,18,2024-11-18,5.3,-2.2,4.2,70.1
476,18,2024-09-21,13.9,1.0,22.5,64.6
477,18,2024-10-27,40.9,30.5,9.3,59.8
478,18,2024-10-13,32.5,24.7,0.3,9.3
479,18,2024-08-31,26.0,16.8,32.9,59.5
480,18,2025-01-27,14.0,1.4,34.5,77.1
481,18,2025-01-12,29.7,24.4,9.5,65.3
482,18,2024-10-27,32.6,23.5,32.5,34.9
483,19,2024-01-01,11.8,2.2,1.1,13.3
484,19,2024-01-10,29.2,19.6,1.0,36.0
485,19,2024-01-21,8.5,-3.9,2.5,0.6
486,19,2024-02-09,41.3,27.8,29.8,44.3
487,19,2024-02-14,0.9,-8.6,36.2,74.8
488,19,2024-03-11,6.6,2.2,28.8,44.3
489,19,2024-03-07,35.2,25.9,24.7,75.1
490,19,2024-03-25,17.6,10.0,36.3,37.5
491,19,2024-04-22,7.6,-3.2,17.0,48.2
492,19,2024-05-06,4.0,-6.0,48.0,66.6
493,19,2024-04-30,33.6,19.8,31.1,22.6
494,19,2024-03-29,24.5,18.5,30.3,8.1
495,19,2024-06-05,37.7,29.3,27.8,79.9
496,19,2024-06-05,34.4,27.3,41.4,71.6
497,19,2024-04-08,31.3,24.6,11.3,45.0
498,19,2024-07-29,9.4,1.2,2.3,70.2
499,19,2024-06-25,38.0,23.6,30.2,8.3
500,19,2024-04-29,36.7,27.3,42.1,8.9
501,19,2024-05-24,31.9,19.1,5.1,45.0
502,19,2024-06-01,4.4,-1.6,18.1,58.3
503,19,2024-10-07,30.5,18.3,7.7,29.1
504,19,2024-07-08,3.1,-7.9,38.5,0.5
505,19,2024-11-04,13.7,6.1,18.6,60.4
506,19,2024-10-03,23.7,13.7,26.5,63.0
507,19,2024-08-04,31.6,22.6,22.9,68.2
508,19,2024-10-27,37.4,26.1,35.9,41.4
509,20,2024-01-01,12.9,1.9,21.7,31.5
510,20,2024-01-08,27.3,14.0,2.9,50.5
511,20,2024-01-23,19.1,5.6,43.7,57.7
